"","text","linenumber","chapter"
"5902","way, that Maria thought herself obliged, on her return, to undo all the",5902,37
"5903","work of the morning, and pack her trunk afresh.",5903,37
"5904","When they parted, Lady Catherine, with great condescension, wished them",5904,37
"5905","a good journey, and invited them to come to Hunsford again next year;",5905,37
"5906","and Miss De Bourgh exerted herself so far as to curtsey and hold out her",5906,37
"5907","hand to both.",5907,37
"5908","On Saturday morning Elizabeth and Mr. Collins met for breakfast a few",5908,38
"5909","minutes before the others appeared; and he took the opportunity of",5909,38
"5910","paying the parting civilities which he deemed indispensably necessary.",5910,38
"5911","""I know not, Miss Elizabeth,"" said he, ""whether Mrs. Collins has yet",5911,38
"5912","expressed her sense of your kindness in coming to us, but I am very",5912,38
"5913","certain you will not leave the house without receiving her thanks for",5913,38
"5914","it. The favour of your company has been much felt, I assure you. We know",5914,38
"5915","how little there is to tempt any one to our humble abode. Our plain",5915,38
"5916","manner of living, our small rooms, and few domestics, and the little we",5916,38
"5917","see of the world, must make Hunsford extremely dull to a young lady like",5917,38
"5918","yourself; but I hope you will believe us grateful for the condescension,",5918,38
"5919","and that we have done every thing in our power to prevent your spending",5919,38
"5920","your time unpleasantly.""",5920,38
"5921","Elizabeth was eager with her thanks and assurances of happiness. She had",5921,38
"5922","spent six weeks with great enjoyment; and the pleasure of being with",5922,38
"5923","Charlotte, and the kind attentions she had received, must make _her_",5923,38
"5924","feel the obliged. Mr. Collins was gratified; and with a more smiling",5924,38
"5925","solemnity replied,",5925,38
"5926","""It gives me the greatest pleasure to hear that you have passed your",5926,38
"5927","time not disagreeably. We have certainly done our best; and most",5927,38
"5928","fortunately having it in our power to introduce you to very superior",5928,38
"5929","society, and from our connection with Rosings, the frequent means of",5929,38
"5930","varying the humble home scene, I think we may flatter ourselves that",5930,38
"5931","your Hunsford visit cannot have been entirely irksome. Our situation",5931,38
"5932","with regard to Lady Catherine's family is indeed the sort of",5932,38
"5933","extraordinary advantage and blessing which few can boast. You see on",5933,38
"5934","what a footing we are. You see how continually we are engaged there. In",5934,38
"5935","truth I must acknowledge that, with all the disadvantages of this humble",5935,38
"5936","parsonage, I should not think any one abiding in it an object of",5936,38
"5937","compassion, while they are sharers of our intimacy at Rosings.""",5937,38
"5938","Words were insufficient for the elevation of his feelings; and he was",5938,38
"5939","obliged to walk about the room, while Elizabeth tried to unite civility",5939,38
"5940","and truth in a few short sentences.",5940,38
"5941","""You may, in fact, carry a very favourable report of us into",5941,38
"5942","Hertfordshire, my dear cousin. I flatter myself at least that you will",5942,38
"5943","be able to do so. Lady Catherine's great attentions to Mrs. Collins you",5943,38
"5944","have been a daily witness of; and altogether I trust it does not appear",5944,38
"5945","that your friend has drawn an unfortunate--but on this point it will be",5945,38
"5946","as well to be silent. Only let me assure you, my dear Miss Elizabeth,",5946,38
"5947","that I can from my heart most cordially wish you equal felicity in",5947,38
"5948","marriage. My dear Charlotte and I have but one mind and one way of",5948,38
"5949","thinking. There is in every thing a most remarkable resemblance of",5949,38
"5950","character and ideas between us. We seem to have been designed for each",5950,38
"5951","other.""",5951,38
"5952","Elizabeth could safely say that it was a great happiness where that was",5952,38
"5953","the case, and with equal sincerity could add that she firmly believed",5953,38
"5954","and rejoiced in his domestic comforts. She was not sorry, however, to",5954,38
"5955","have the recital of them interrupted by the entrance of the lady from",5955,38
"5956","whom they sprung. Poor Charlotte!--it was melancholy to leave her to",5956,38
"5957","such society!--But she had chosen it with her eyes open; and though",5957,38
"5958","evidently regretting that her visitors were to go, she did not seem to",5958,38
"5959","ask for compassion. Her home and her housekeeping, her parish and her",5959,38
"5960","poultry, and all their dependent concerns, had not yet lost their",5960,38
"5961","charms.",5961,38
"5962","At length the chaise arrived, the trunks were fastened on, the parcels",5962,38
"5963","placed within, and it was pronounced to be ready. After an affectionate",5963,38
"5964","parting between the friends, Elizabeth was attended to the carriage by",5964,38
"5965","Mr. Collins, and as they walked down the garden, he was commissioning",5965,38
"5966","her with his best respects to all her family, not forgetting his thanks",5966,38
"5967","for the kindness he had received at Longbourn in the winter, and his",5967,38
"5968","compliments to Mr. and Mrs. Gardiner, though unknown. He then handed her",5968,38
"5969","in, Maria followed, and the door was on the point of being closed, when",5969,38
"5970","he suddenly reminded them, with some consternation, that they had",5970,38
"5971","hitherto forgotten to leave any message for the ladies of Rosings.",5971,38
"5972","""But,"" he added, ""you will of course wish to have your humble respects",5972,38
"5973","delivered to them, with your grateful thanks for their kindness to you",5973,38
"5974","while you have been here.""",5974,38
"5975","Elizabeth made no objection;--the door was then allowed to be shut, and",5975,38
"5976","the carriage drove off.",5976,38
"5977","""Good gracious!"" cried Maria, after a few minutes silence, ""it seems but",5977,38
"5978","a day or two since we first came!--and yet how many things have",5978,38
"5979","happened!""",5979,38
"5980","""A great many indeed,"" said her companion with a sigh.",5980,38
"5981","""We have dined nine times at Rosings, besides drinking tea there",5981,38
"5982","twice!--How much I shall have to tell!""",5982,38
"5983","Elizabeth privately added, ""And how much I shall have to conceal.""",5983,38
"5984","Their journey was performed without much conversation, or any alarm; and",5984,38
"5985","within four hours of their leaving Hunsford, they reached Mr. Gardiner's",5985,38
"5986","house, where they were to remain a few days.",5986,38
"5987","Jane looked well, and Elizabeth had little opportunity of studying her",5987,38
"5988","spirits, amidst the various engagements which the kindness of her aunt",5988,38
"5989","had reserved for them. But Jane was to go home with her, and at",5989,38
"5990","Longbourn there would be leisure enough for observation.",5990,38
"5991","It was not without an effort meanwhile that she could wait even for",5991,38
"5992","Longbourn, before she told her sister of Mr. Darcy's proposals. To know",5992,38
"5993","that she had the power of revealing what would so exceedingly astonish",5993,38
"5994","Jane, and must, at the same time, so highly gratify whatever of her own",5994,38
"5995","vanity she had not yet been able to reason away, was such a temptation",5995,38
"5996","to openness as nothing could have conquered, but the state of indecision",5996,38
"5997","in which she remained, as to the extent of what she should communicate;",5997,38
"5998","and her fear, if she once entered on the subject, of being hurried into",5998,38
"5999","repeating something of Bingley, which might only grieve her sister",5999,38
"6000","farther.",6000,38
"6001","It was the second week in May, in which the three young ladies set out",6001,39
"6002","together from Gracechurch-street, for the town of ---- in Hertfordshire;",6002,39
"6003","and, as they drew near the appointed inn where Mr. Bennet's carriage was",6003,39
"6004","to meet them, they quickly perceived, in token of the coachman's",6004,39
"6005","punctuality, both Kitty and Lydia looking out of a dining-room up",6005,39
"6006","stairs. These two girls had been above an hour in the place, happily",6006,39
"6007","employed in visiting an opposite milliner, watching the sentinel on",6007,39
"6008","guard, and dressing a sallad and cucumber.",6008,39
"6009","After welcoming their sisters, they triumphantly displayed a table set",6009,39
"6010","out with such cold meat as an inn larder usually affords, exclaiming,",6010,39
"6011","""Is not this nice? is not this an agreeable surprise?""",6011,39
"6012","""And we mean to treat you all,"" added Lydia; ""but you must lend us the",6012,39
"6013","money, for we have just spent ours at the shop out there."" Then shewing",6013,39
"6014","her purchases: ""Look here, I have bought this bonnet. I do not think it",6014,39
"6015","is very pretty; but I thought I might as well buy it as not. I shall",6015,39
"6016","pull it to pieces as soon as I get home, and see if I can make it up any",6016,39
"6017","better.""",6017,39
"6018","And when her sisters abused it as ugly, she added, with perfect",6018,39
"6019","unconcern, ""Oh! but there were two or three much uglier in the shop; and",6019,39
"6020","when I have bought some prettier-coloured satin to trim it with fresh, I",6020,39
"6021","think it will be very tolerable. Besides, it will not much signify what",6021,39
"6022","one wears this summer, after the ----shire have left Meryton, and they",6022,39
"6023","are going in a fortnight.""",6023,39
"6024","""Are they indeed?"" cried Elizabeth, with the greatest satisfaction.",6024,39
"6025","""They are going to be encamped near Brighton; and I do so want papa to",6025,39
"6026","take us all there for the summer! It would be such a delicious scheme,",6026,39
"6027","and I dare say would hardly cost any thing at all. Mamma would like to",6027,39
"6028","go too of all things! Only think what a miserable summer else we shall",6028,39
"6029","have!""",6029,39
"6030","""Yes,"" thought Elizabeth, ""_that_ would be a delightful scheme, indeed,",6030,39
"6031","and completely do for us at once. Good Heaven! Brighton, and a whole",6031,39
"6032","campful of soldiers, to us, who have been overset already by one poor",6032,39
"6033","regiment of militia, and the monthly balls of Meryton.""",6033,39
"6034","""Now I have got some news for you,"" said Lydia, as they sat down to",6034,39
"6035","table. ""What do you think? It is excellent news, capital news, and about",6035,39
"6036","a certain person that we all like.""",6036,39
"6037","Jane and Elizabeth looked at each other, and the waiter was told that he",6037,39
"6038","need not stay. Lydia laughed, and said,",6038,39
"6039","""Aye, that is just like your formality and discretion. You thought the",6039,39
"6040","waiter must not hear, as if he cared! I dare say he often hears worse",6040,39
"6041","things said than I am going to say. But he is an ugly fellow! I am glad",6041,39
"6042","he is gone. I never saw such a long chin in my life. Well, but now for",6042,39
"6043","my news: it is about dear Wickham; too good for the waiter, is not it?",6043,39
"6044","There is no danger of Wickham's marrying Mary King. There's for you! She",6044,39
"6045","is gone down to her uncle at Liverpool; gone to stay. Wickham is safe.""",6045,39
"6046","""And Mary King is safe!"" added Elizabeth; ""safe from a connection",6046,39
"6047","imprudent as to fortune.""",6047,39
"6048","""She is a great fool for going away, if she liked him.""",6048,39
"6049","""But I hope there is no strong attachment on either side,"" said Jane.",6049,39
"6050","""I am sure there is not on _his_. I will answer for it he never cared",6050,39
"6051","three straws about her. Who _could_ about such a nasty little freckled",6051,39
"6052","thing?""",6052,39
"6053","Elizabeth was shocked to think that, however incapable of such",6053,39
"6054","coarseness of _expression_ herself, the coarseness of the _sentiment_",6054,39
"6055","was little other than her own breast had formerly harboured and fancied",6055,39
"6056","liberal!",6056,39
"6057","As soon as all had ate, and the elder ones paid, the carriage was",6057,39
"6058","ordered; and after some contrivance, the whole party, with all their",6058,39
"6059","boxes, workbags, and parcels, and the unwelcome addition of Kitty's and",6059,39
"6060","Lydia's purchases, were seated in it.",6060,39
"6061","""How nicely we are crammed in!"" cried Lydia. ""I am glad I bought my",6061,39
"6062","bonnet, if it is only for the fun of having another bandbox! Well, now",6062,39
"6063","let us be quite comfortable and snug, and talk and laugh all the way",6063,39
"6064","home. And in the first place, let us hear what has happened to you all,",6064,39
"6065","since you went away. Have you seen any pleasant men? Have you had any",6065,39
"6066","flirting? I was in great hopes that one of you would have got a husband",6066,39
"6067","before you came back. Jane will be quite an old maid soon, I declare.",6067,39
"6068","She is almost three and twenty! Lord, how ashamed I should be of not",6068,39
"6069","being married before three and twenty! My aunt Philips wants you so to",6069,39
"6070","get husbands, you can't think. She says Lizzy had better have taken Mr.",6070,39
"6071","Collins; but _I_ do not think there would have been any fun in it. Lord!",6071,39
"6072","how I should like to be married before any of you; and then I would",6072,39
"6073","chaperon you about to all the balls. Dear me! we had such a good piece",6073,39
"6074","of fun the other day at Colonel Forster's. Kitty and me were to spend",6074,39
"6075","the day there, and Mrs. Forster promised to have a little dance in the",6075,39
"6076","evening; (by the bye, Mrs. Forster and me are _such_ friends!) and so",6076,39
"6077","she asked the two Harringtons to come, but Harriet was ill, and so Pen",6077,39
"6078","was forced to come by herself; and then, what do you think we did? We",6078,39
"6079","dressed up Chamberlayne in woman's clothes, on purpose to pass for a",6079,39
"6080","lady,--only think what fun! Not a soul knew of it, but Col. and Mrs.",6080,39
"6081","Forster, and Kitty and me, except my aunt, for we were forced to borrow",6081,39
"6082","one of her gowns; and you cannot imagine how well he looked! When Denny,",6082,39
"6083","and Wickham, and Pratt, and two or three more of the men came in, they",6083,39
"6084","did not know him in the least. Lord! how I laughed! and so did Mrs.",6084,39
"6085","Forster. I thought I should have died. And _that_ made the men suspect",6085,39
"6086","something, and then they soon found out what was the matter.""",6086,39
"6087","With such kind of histories of their parties and good jokes, did Lydia,",6087,39
"6088","assisted by Kitty's hints and additions, endeavour to amuse her",6088,39
"6089","companions all the way to Longbourn. Elizabeth listened as little as she",6089,39
"6090","could, but there was no escaping the frequent mention of Wickham's name.",6090,39
"6091","Their reception at home was most kind. Mrs. Bennet rejoiced to see Jane",6091,39
"6092","in undiminished beauty; and more than once during dinner did Mr. Bennet",6092,39
"6093","say voluntarily to Elizabeth,",6093,39
"6094","""I am glad you are come back, Lizzy.""",6094,39
"6095","Their party in the dining-room was large, for almost all the Lucases",6095,39
"6096","came to meet Maria and hear the news: and various were the subjects",6096,39
"6097","which occupied them; lady Lucas was enquiring of Maria across the table,",6097,39
"6098","after the welfare and poultry of her eldest daughter; Mrs. Bennet was",6098,39
"6099","doubly engaged, on one hand collecting an account of the present",6099,39
"6100","fashions from Jane, who sat some way below her, and on the other,",6100,39
"6101","retailing them all to the younger Miss Lucases; and Lydia, in a voice",6101,39
"6102","rather louder than any other person's, was enumerating the various",6102,39
"6103","pleasures of the morning to any body who would hear her.",6103,39
"6104","""Oh! Mary,"" said she, ""I wish you had gone with us, for we had such fun!",6104,39
"6105","as we went along, Kitty and me drew up all the blinds, and pretended",6105,39
"6106","there was nobody in the coach; and I should have gone so all the way, if",6106,39
"6107","Kitty had not been sick; and when we got to the George, I do think we",6107,39
"6108","behaved very handsomely, for we treated the other three with the nicest",6108,39
"6109","cold luncheon in the world, and if you would have gone, we would have",6109,39
"6110","treated you too. And then when we came away it was such fun! I thought",6110,39
"6111","we never should have got into the coach. I was ready to die of laughter.",6111,39
"6112","And then we were so merry all the way home! we talked and laughed so",6112,39
"6113","loud, that any body might have heard us ten miles off!""",6113,39
"6114","To this, Mary very gravely replied, ""Far be it from me, my dear sister,",6114,39
"6115","to depreciate such pleasures. They would doubtless be congenial with",6115,39
"6116","the generality of female minds. But I confess they would have no charms",6116,39
"6117","for _me_. I should infinitely prefer a book.""",6117,39
"6118","But of this answer Lydia heard not a word. She seldom listened to any",6118,39
"6119","body for more than half a minute, and never attended to Mary at all.",6119,39
"6120","In the afternoon Lydia was urgent with the rest of the girls to walk to",6120,39
"6121","Meryton and see how every body went on; but Elizabeth steadily opposed",6121,39
"6122","the scheme. It should not be said, that the Miss Bennets could not be at",6122,39
"6123","home half a day before they were in pursuit of the officers. There was",6123,39
"6124","another reason too for her opposition. She dreaded seeing Wickham again,",6124,39
"6125","and was resolved to avoid it as long as possible. The comfort to _her_,",6125,39
"6126","of the regiment's approaching removal, was indeed beyond expression. In",6126,39
"6127","a fortnight they were to go, and once gone, she hoped there could be",6127,39
"6128","nothing more to plague her on his account.",6128,39
"6129","She had not been many hours at home, before she found that the Brighton",6129,39
"6130","scheme, of which Lydia had given them a hint at the inn, was under",6130,39
"6131","frequent discussion between her parents. Elizabeth saw directly that her",6131,39
"6132","father had not the smallest intention of yielding; but his answers were",6132,39
"6133","at the same time so vague and equivocal, that her mother, though often",6133,39
"6134","disheartened, had never yet despaired of succeeding at last.",6134,39
"6135","Elizabeth's impatience to acquaint Jane with what had happened could no",6135,40
"6136","longer be overcome; and at length resolving to suppress every particular",6136,40
"6137","in which her sister was concerned, and preparing her to be surprised,",6137,40
"6138","she related to her the next morning the chief of the scene between Mr.",6138,40
"6139","Darcy and herself.",6139,40
"6140","Miss Bennet's astonishment was soon lessened by the strong sisterly",6140,40
"6141","partiality which made any admiration of Elizabeth appear perfectly",6141,40
"6142","natural; and all surprise was shortly lost in other feelings. She was",6142,40
"6143","sorry that Mr. Darcy should have delivered his sentiments in a manner so",6143,40
"6144","little suited to recommend them; but still more was she grieved for the",6144,40
"6145","unhappiness which her sister's refusal must have given him.",6145,40
"6146","""His being so sure of succeeding, was wrong,"" said she; ""and certainly",6146,40
"6147","ought not to have appeared; but consider how much it must increase his",6147,40
"6148","disappointment.""",6148,40
"6149","""Indeed,"" replied Elizabeth, ""I am heartily sorry for him; but he has",6149,40
"6150","other feelings which will probably soon drive away his regard for me.",6150,40
"6151","You do not blame me, however, for refusing him?""",6151,40
"6152","""Blame you! Oh, no.""",6152,40
"6153","""But you blame me for having spoken so warmly of Wickham.""",6153,40
"6154","""No--I do not know that you were wrong in saying what you did.""",6154,40
"6155","""But you _will_ know it, when I have told you what happened the very",6155,40
"6156","next day.""",6156,40
"6157","She then spoke of the letter, repeating the whole of its contents as far",6157,40
"6158","as they concerned George Wickham. What a stroke was this for poor Jane!",6158,40
"6159","who would willingly have gone through the world without believing that",6159,40
"6160","so much wickedness existed in the whole race of mankind, as was here",6160,40
"6161","collected in one individual. Nor was Darcy's vindication, though",6161,40
"6162","grateful to her feelings, capable of consoling her for such discovery.",6162,40
"6163","Most earnestly did she labour to prove the probability of error, and",6163,40
"6164","seek to clear one, without involving the other.",6164,40
"6165","""This will not do,"" said Elizabeth. ""You never will be able to make both",6165,40
"6166","of them good for any thing. Take your choice, but you must be satisfied",6166,40
"6167","with only one. There is but such a quantity of merit between them; just",6167,40
"6168","enough to make one good sort of man; and of late it has been shifting",6168,40
"6169","about pretty much. For my part, I am inclined to believe it all Mr.",6169,40
"6170","Darcy's, but you shall do as you chuse.""",6170,40
"6171","It was some time, however, before a smile could be extorted from Jane.",6171,40
"6172","""I do not know when I have been more shocked,"" said she. ""Wickham so",6172,40
"6173","very bad! It is almost past belief. And poor Mr. Darcy! dear Lizzy, only",6173,40
"6174","consider what he must have suffered. Such a disappointment! and with the",6174,40
"6175","knowledge of your ill opinion too! and having to relate such a thing of",6175,40
"6176","his sister! It is really too distressing. I am sure you must feel it",6176,40
"6177","so.""",6177,40
"6178","""Oh! no, my regret and compassion are all done away by seeing you so",6178,40
"6179","full of both. I know you will do him such ample justice, that I am",6179,40
"6180","growing every moment more unconcerned and indifferent. Your profusion",6180,40
"6181","makes me saving; and if you lament over him much longer, my heart will",6181,40
"6182","be as light as a feather.""",6182,40
"6183","""Poor Wickham; there is such an expression of goodness in his",6183,40
"6184","countenance! such an openness and gentleness in his manner.""",6184,40
"6185","""There certainly was some great mismanagement in the education of those",6185,40
"6186","two young men. One has got all the goodness, and the other all the",6186,40
"6187","appearance of it.""",6187,40
"6188","""I never thought Mr. Darcy so deficient in the _appearance_ of it as you",6188,40
"6189","used to do.""",6189,40
"6190","""And yet I meant to be uncommonly clever in taking so decided a dislike",6190,40
"6191","to him, without any reason. It is such a spur to one's genius, such an",6191,40
"6192","opening for wit to have a dislike of that kind. One may be continually",6192,40
"6193","abusive without saying any thing just; but one cannot be always laughing",6193,40
"6194","at a man without now and then stumbling on something witty.""",6194,40
"6195","""Lizzy, when you first read that letter, I am sure you could not treat",6195,40
"6196","the matter as you do now.""",6196,40
"6197","""Indeed I could not. I was uncomfortable enough. I was very",6197,40
"6198","uncomfortable, I may say unhappy. And with no one to speak to, of what I",6198,40
"6199","felt, no Jane to comfort me and say that I had not been so very weak and",6199,40
"6200","vain and nonsensical as I knew I had! Oh! how I wanted you!""",6200,40
"6201","""How unfortunate that you should have used such very strong expressions",6201,40
"6202","in speaking of Wickham to Mr. Darcy, for now they _do_ appear wholly",6202,40
"6203","undeserved.""",6203,40
"6204","""Certainly. But the misfortune of speaking with bitterness, is a most",6204,40
"6205","natural consequence of the prejudices I had been encouraging. There is",6205,40
"6206","one point, on which I want your advice. I want to be told whether I",6206,40
"6207","ought, or ought not to make our acquaintance in general understand",6207,40
"6208","Wickham's character.""",6208,40
"6209","Miss Bennet paused a little and then replied, ""Surely there can be no",6209,40
"6210","occasion for exposing him so dreadfully. What is your own opinion?""",6210,40
"6211","""That it ought not to be attempted. Mr. Darcy has not authorised me to",6211,40
"6212","make his communication public. On the contrary every particular relative",6212,40
"6213","to his sister, was meant to be kept as much as possible to myself; and",6213,40
"6214","if I endeavour to undeceive people as to the rest of his conduct, who",6214,40
"6215","will believe me? The general prejudice against Mr. Darcy is so violent,",6215,40
"6216","that it would be the death of half the good people in Meryton, to",6216,40
"6217","attempt to place him in an amiable light. I am not equal to it. Wickham",6217,40
"6218","will soon be gone; and therefore it will not signify to anybody here,",6218,40
"6219","what he really is. Sometime hence it will be all found out, and then we",6219,40
"6220","may laugh at their stupidity in not knowing it before. At present I will",6220,40
"6221","say nothing about it.""",6221,40
"6222","""You are quite right. To have his errors made public might ruin him for",6222,40
"6223","ever. He is now perhaps sorry for what he has done, and anxious to",6223,40
"6224","re-establish a character. We must not make him desperate.""",6224,40
"6225","The tumult of Elizabeth's mind was allayed by this conversation. She had",6225,40
"6226","got rid of two of the secrets which had weighed on her for a fortnight,",6226,40
"6227","and was certain of a willing listener in Jane, whenever she might wish",6227,40
"6228","to talk again of either. But there was still something lurking behind,",6228,40
"6229","of which prudence forbad the disclosure. She dared not relate the other",6229,40
"6230","half of Mr. Darcy's letter, nor explain to her sister how sincerely she",6230,40
"6231","had been valued by his friend. Here was knowledge in which no one could",6231,40
"6232","partake; and she was sensible that nothing less than a perfect",6232,40
"6233","understanding between the parties could justify her in throwing off this",6233,40
"6234","last incumbrance of mystery. ""And then,"" said she, ""if that very",6234,40
"6235","improbable event should ever take place, I shall merely be able to tell",6235,40
"6236","what Bingley may tell in a much more agreeable manner himself. The",6236,40
"6237","liberty of communication cannot be mine till it has lost all its value!""",6237,40
"6238","She was now, on being settled at home, at leisure to observe the real",6238,40
"6239","state of her sister's spirits. Jane was not happy. She still cherished a",6239,40
"6240","very tender affection for Bingley. Having never even fancied herself in",6240,40
"6241","love before, her regard had all the warmth of first attachment, and from",6241,40
"6242","her age and disposition, greater steadiness than first attachments often",6242,40
"6243","boast; and so fervently did she value his remembrance, and prefer him to",6243,40
"6244","every other man, that all her good sense, and all her attention to the",6244,40
"6245","feelings of her friends, were requisite to check the indulgence of those",6245,40
"6246","regrets, which must have been injurious to her own health and their",6246,40
"6247","tranquillity.",6247,40
"6248","""Well, Lizzy,"" said Mrs. Bennet one day, ""what is your opinion _now_ of",6248,40
"6249","this sad business of Jane's? For my part, I am determined never to speak",6249,40
"6250","of it again to anybody. I told my sister Philips so the other day. But I",6250,40
"6251","cannot find out that Jane saw any thing of him in London. Well, he is a",6251,40
"6252","very undeserving young man--and I do not suppose there is the least",6252,40
"6253","chance in the world of her ever getting him now. There is no talk of his",6253,40
"6254","coming to Netherfield again in the summer; and I have enquired of every",6254,40
"6255","body too, who is likely to know.""",6255,40
"6256","""I do not believe that he will ever live at Netherfield any more.""",6256,40
"6257","""Oh, well! it is just as he chooses. Nobody wants him to come. Though I",6257,40
"6258","shall always say that he used my daughter extremely ill; and if I was",6258,40
"6259","her, I would not have put up with it. Well, my comfort is, I am sure",6259,40
"6260","Jane will die of a broken heart, and then he will be sorry for what he",6260,40
"6261","has done.""",6261,40
"6262","But as Elizabeth could not receive comfort from any such expectation,",6262,40
"6263","she made no answer.",6263,40
"6264","""Well, Lizzy,"" continued her mother soon afterwards, ""and so the",6264,40
"6265","Collinses live very comfortable, do they? Well, well, I only hope it",6265,40
"6266","will last. And what sort of table do they keep? Charlotte is an",6266,40
"6267","excellent manager, I dare say. If she is half as sharp as her mother,",6267,40
"6268","she is saving enough. There is nothing extravagant in _their_",6268,40
"6269","housekeeping, I dare say.""",6269,40
"6270","""No, nothing at all.""",6270,40
"6271","""A great deal of good management, depend upon it. Yes, yes. _They_ will",6271,40
"6272","take care not to outrun their income. _They_ will never be distressed",6272,40
"6273","for money. Well, much good may it do them! And so, I suppose, they often",6273,40
"6274","talk of having Longbourn when your father is dead. They look upon it",6274,40
"6275","quite as their own, I dare say, whenever that happens.""",6275,40
"6276","""It was a subject which they could not mention before me.""",6276,40
"6277","""No. It would have been strange if they had. But I make no doubt, they",6277,40
"6278","often talk of it between themselves. Well, if they can be easy with an",6278,40
"6279","estate that is not lawfully their own, so much the better. _I_ should be",6279,40
"6280","ashamed of having one that was only entailed on me.""",6280,40
"6281","The first week of their return was soon gone. The second began. It was",6281,41
"6282","the last of the regiment's stay in Meryton, and all the young ladies in",6282,41
"6283","the neighbourhood were drooping apace. The dejection was almost",6283,41
"6284","universal. The elder Miss Bennets alone were still able to eat, drink,",6284,41
"6285","and sleep, and pursue the usual course of their employments. Very",6285,41
"6286","frequently were they reproached for this insensibility by Kitty and",6286,41
"6287","Lydia, whose own misery was extreme, and who could not comprehend such",6287,41
"6288","hard-heartedness in any of the family.",6288,41
"6289","""Good Heaven! What is to become of us! What are we to do!"" would they",6289,41
"6290","often exclaim in the bitterness of woe. ""How can you be smiling so,",6290,41
"6291","Lizzy?""",6291,41
"6292","Their affectionate mother shared all their grief; she remembered what",6292,41
"6293","she had herself endured on a similar occasion, five and twenty years",6293,41
"6294","ago.",6294,41
"6295","""I am sure,"" said she, ""I cried for two days together when Colonel",6295,41
"6296","Millar's regiment went away. I thought I should have broke my heart.""",6296,41
"6297","""I am sure I shall break _mine_,"" said Lydia.",6297,41
"6298","""If one could but go to Brighton!"" observed Mrs. Bennet.",6298,41
"6299","""Oh, yes!--if one could but go to Brighton! But papa is so",6299,41
"6300","disagreeable.""",6300,41
"6301","""A little sea-bathing would set me up for ever.""",6301,41
"6302","""And my aunt Philips is sure it would do _me_ a great deal of good,""",6302,41
"6303","added Kitty.",6303,41
"6304","Such were the kind of lamentations resounding perpetually through",6304,41
"6305","Longbourn-house. Elizabeth tried to be diverted by them; but all sense",6305,41
"6306","of pleasure was lost in shame. She felt anew the justice of Mr. Darcy's",6306,41
"6307","objections; and never had she before been so much disposed to pardon his",6307,41
"6308","interference in the views of his friend.",6308,41
"6309","But the gloom of Lydia's prospect was shortly cleared away; for she",6309,41
"6310","received an invitation from Mrs. Forster, the wife of the Colonel of the",6310,41
"6311","regiment, to accompany her to Brighton. This invaluable friend was a",6311,41
"6312","very young woman, and very lately married. A resemblance in good humour",6312,41
"6313","and good spirits had recommended her and Lydia to each other, and out of",6313,41
"6314","their _three_ months' acquaintance they had been intimate _two_.",6314,41
"6315","The rapture of Lydia on this occasion, her adoration of Mrs. Forster,",6315,41
"6316","the delight of Mrs. Bennet, and the mortification of Kitty, are scarcely",6316,41
"6317","to be described. Wholly inattentive to her sister's feelings, Lydia flew",6317,41
"6318","about the house in restless ecstacy, calling for every one's",6318,41
"6319","congratulations, and laughing and talking with more violence than ever;",6319,41
"6320","whilst the luckless Kitty continued in the parlour repining at her fate",6320,41
"6321","in terms as unreasonable as her accent was peevish.",6321,41
"6322","""I cannot see why Mrs. Forster should not ask _me_ as well as Lydia,""",6322,41
"6323","said she, ""though I am _not_ her particular friend. I have just as much",6323,41
"6324","right to be asked as she has, and more too, for I am two years older.""",6324,41
"6325","In vain did Elizabeth attempt to make her reasonable, and Jane to make",6325,41
"6326","her resigned. As for Elizabeth herself, this invitation was so far from",6326,41
"6327","exciting in her the same feelings as in her mother and Lydia, that she",6327,41
"6328","considered it as the death-warrant of all possibility of common sense",6328,41
"6329","for the latter; and detestable as such a step must make her were it",6329,41
"6330","known, she could not help secretly advising her father not to let her",6330,41
"6331","go. She represented to him all the improprieties of Lydia's general",6331,41
"6332","behaviour, the little advantage she could derive from the friendship of",6332,41
"6333","such a woman as Mrs. Forster, and the probability of her being yet more",6333,41
"6334","imprudent with such a companion at Brighton, where the temptations must",6334,41
"6335","be greater than at home. He heard her attentively, and then said,",6335,41
"6336","""Lydia will never be easy till she has exposed herself in some public",6336,41
"6337","place or other, and we can never expect her to do it with so little",6337,41
"6338","expense or inconvenience to her family as under the present",6338,41
"6339","circumstances.""",6339,41
"6340","""If you were aware,"" said Elizabeth, ""of the very great disadvantage to",6340,41
"6341","us all, which must arise from the public notice of Lydia's unguarded and",6341,41
"6342","imprudent manner; nay, which has already arisen from it, I am sure you",6342,41
"6343","would judge differently in the affair.""",6343,41
"6344","""Already arisen!"" repeated Mr. Bennet. ""What, has she frightened away",6344,41
"6345","some of your lovers? Poor little Lizzy! But do not be cast down. Such",6345,41
"6346","squeamish youths as cannot bear to be connected with a little absurdity,",6346,41
"6347","are not worth a regret. Come, let me see the list of the pitiful fellows",6347,41
"6348","who have been kept aloof by Lydia's folly.""",6348,41
"6349","""Indeed you are mistaken. I have no such injuries to resent. It is not",6349,41
"6350","of peculiar, but of general evils, which I am now complaining. Our",6350,41
"6351","importance, our respectability in the world, must be affected by the",6351,41
"6352","wild volatility, the assurance and disdain of all restraint which mark",6352,41
